Success,Tactic,Technique-name,ability-name,Technique-id,operation_fname,adversary_id,atomic_ordering,NAME
Initial-Success,defense-evasion,defense-evasion :: Modify Registry,defense-evasion :: ['Javascript in registry'],defense-evasion :: T1112,operation__atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__6722535bf5a14b87b5772b739f53321f__SAVED_2024-03-07_181404,atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__6722535bf5a14b87b5772b739f53321f,['6722535bf5a14b87b5772b739f53321f'],['Javascript in registry']
Initial-Success,defense-evasion,defense-evasion :: Modify Registry,defense-evasion :: ['Modify Internet Zone Protocol Defaults in Current User Registry - PowerShell'],defense-evasion :: T1112,operation__atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__1296157a99b29c9a81fb1ce4eaf24cbd__SAVED_2024-03-07_180714,atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__1296157a99b29c9a81fb1ce4eaf24cbd,['1296157a99b29c9a81fb1ce4eaf24cbd'],['Modify Internet Zone Protocol Defaults in Current User Registry - PowerShell']
Initial-Success,defense-evasion,defense-evasion :: Modify Registry,defense-evasion :: ['Change Powershell Execution Policy to Bypass'],defense-evasion :: T1112,operation__atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__0424ccb447bfa66b94162266f55ecd52__SAVED_2024-03-07_180032,atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__0424ccb447bfa66b94162266f55ecd52,['0424ccb447bfa66b94162266f55ecd52'],['Change Powershell Execution Policy to Bypass']
Initial-Success,defense-evasion,defense-evasion :: Modify Registry,defense-evasion :: ['Add domain to Trusted sites Zone'],defense-evasion :: T1112,operation__atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__7a6e495200cd37c66f02e7bc070b61a9__SAVED_2024-03-07_182101,atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__7a6e495200cd37c66f02e7bc070b61a9,['7a6e495200cd37c66f02e7bc070b61a9'],['Add domain to Trusted sites Zone']
Initial-Success,execution,execution :: Native API,execution :: ['WinPwn - Get SYSTEM shell - Pop System Shell using NamedPipe Impersonation technique'],execution :: T1106,operation__atomic_windows_depfalse_pshtrue__t1106__execution__native_api__f6d9c3fbee5549837ea37ff933291656__SAVED_2024-03-07_165915,atomic_windows_depfalse_pshtrue__t1106__execution__native_api__f6d9c3fbee5549837ea37ff933291656,['f6d9c3fbee5549837ea37ff933291656'],['WinPwn - Get SYSTEM shell - Pop System Shell using NamedPipe Impersonation technique']
Initial-Success,execution,execution :: Native API,execution :: ['WinPwn - Get SYSTEM shell - Pop System Shell using CreateProcess technique'],execution :: T1106,operation__atomic_windows_depfalse_pshtrue__t1106__execution__native_api__b262964145fa55e27265e7caa89b1169__SAVED_2024-03-07_165232,atomic_windows_depfalse_pshtrue__t1106__execution__native_api__b262964145fa55e27265e7caa89b1169,['b262964145fa55e27265e7caa89b1169'],['WinPwn - Get SYSTEM shell - Pop System Shell using CreateProcess technique']
Initial-Success,command-and-control,command-and-control :: Ingress Tool Transfer,command-and-control :: ['File Download via PowerShell'],command-and-control :: T1105,operation__atomic_windows_depfalse_pshtrue__t1105__command-and-control__ingress_tool_transfer__b0e28215c59037cc6cdb61b38615c32d__SAVED_2024-03-07_163907,atomic_windows_depfalse_pshtrue__t1105__command-and-control__ingress_tool_transfer__b0e28215c59037cc6cdb61b38615c32d,['b0e28215c59037cc6cdb61b38615c32d'],['File Download via PowerShell']
Initial-Success,command-and-control,command-and-control :: Ingress Tool Transfer,command-and-control :: ['Windows - PowerShell Download'],command-and-control :: T1105,operation__atomic_windows_depfalse_pshtrue__t1105__command-and-control__ingress_tool_transfer__a88b5c13a1d5d6bdf02b66bc73411f41__SAVED_2024-03-07_163216,atomic_windows_depfalse_pshtrue__t1105__command-and-control__ingress_tool_transfer__a88b5c13a1d5d6bdf02b66bc73411f41,['a88b5c13a1d5d6bdf02b66bc73411f41'],['Windows - PowerShell Download']
Initial-Success,persistence,persistence :: Account Manipulation,persistence :: ['Admin Account Manipulate'],persistence :: T1098,operation__atomic_windows_depfalse_pshtrue__t1098__persistence__account_manipulation__9ef143154774a6d0d74e0828e90290ac__SAVED_2024-03-07_155801,atomic_windows_depfalse_pshtrue__t1098__persistence__account_manipulation__9ef143154774a6d0d74e0828e90290ac,['9ef143154774a6d0d74e0828e90290ac'],['Admin Account Manipulate']
Initial-Success,command-and-control,command-and-control :: Proxy: Internal Proxy,command-and-control :: ['portproxy reg key'],command-and-control :: T1090.001,operation__atomic_windows_depfalse_pshtrue__t1090_001__command-and-control__proxy-_internal_proxy__b0eb5108debf92ed5707a964b2bf3481__SAVED_2024-03-07_142144,atomic_windows_depfalse_pshtrue__t1090_001__command-and-control__proxy-_internal_proxy__b0eb5108debf92ed5707a964b2bf3481,['b0eb5108debf92ed5707a964b2bf3481'],['portproxy reg key']
Initial-Success,discovery,discovery :: Account Discovery: Domain Account,discovery :: ['Enumerate Root Domain linked policies Discovery'],discovery :: T1087.002,operation__atomic_windows_depfalse_pshtrue__t1087_002__discovery__account_discovery-_domain_account__613dc87cebac339d20973268e0bb1c0b__SAVED_2024-03-07_135345,atomic_windows_depfalse_pshtrue__t1087_002__discovery__account_discovery-_domain_account__613dc87cebac339d20973268e0bb1c0b,['613dc87cebac339d20973268e0bb1c0b'],['Enumerate Root Domain linked policies Discovery']
Initial-Success,discovery,discovery :: Account Discovery: Local Account,discovery :: ['Enumerate all accounts via PowerShell (Local)'],discovery :: T1087.001,operation__atomic_windows_depfalse_pshtrue__t1087_001__discovery__account_discovery-_local_account__e528524d6a3cddaaddc89fcc719e2a3f__SAVED_2024-03-07_130547,atomic_windows_depfalse_pshtrue__t1087_001__discovery__account_discovery-_local_account__e528524d6a3cddaaddc89fcc719e2a3f,['e528524d6a3cddaaddc89fcc719e2a3f'],['Enumerate all accounts via PowerShell (Local)']
Initial-Success,discovery,discovery :: System Information Discovery,discovery :: ['WinPwn - Morerecon'],discovery :: T1082,operation__atomic_windows_depfalse_pshtrue__t1082__discovery__system_information_discovery__a9faa0d792d6bc2660b05e7650d2736d__SAVED_2024-03-07_121122,atomic_windows_depfalse_pshtrue__t1082__discovery__system_information_discovery__a9faa0d792d6bc2660b05e7650d2736d,['a9faa0d792d6bc2660b05e7650d2736d'],['WinPwn - Morerecon']
Initial-Success,discovery,discovery :: System Information Discovery,discovery :: ['Griffon Recon'],discovery :: T1082,operation__atomic_windows_depfalse_pshtrue__t1082__discovery__system_information_discovery__488ec76af9bd3c5d9feb1d660504b541__SAVED_2024-03-07_103345,atomic_windows_depfalse_pshtrue__t1082__discovery__system_information_discovery__488ec76af9bd3c5d9feb1d660504b541,['488ec76af9bd3c5d9feb1d660504b541'],['Griffon Recon']
Initial-Success,multiple,multiple :: Valid Accounts: Local Accounts,multiple :: ['WinPwn - Loot local Credentials - powerhell kittie'],multiple :: T1078.003,operation__atomic_windows_depfalse_pshtrue__t1078_003__multiple__valid_accounts-_local_accounts__5ce7136a4547b0bf3ca074c94fb10b24__SAVED_2024-03-07_094817,atomic_windows_depfalse_pshtrue__t1078_003__multiple__valid_accounts-_local_accounts__5ce7136a4547b0bf3ca074c94fb10b24,['5ce7136a4547b0bf3ca074c94fb10b24'],['WinPwn - Loot local Credentials - powerhell kittie']
Initial-Success,collection,collection :: Data Staged: Local Data Staging,collection :: ['Stage data from Discovery.bat'],collection :: T1074.001,operation__atomic_windows_depfalse_pshtrue__t1074_001__collection__data_staged-_local_data_staging__4382d53f0f53399e72c728d019fffd77__SAVED_2024-03-07_093003,atomic_windows_depfalse_pshtrue__t1074_001__collection__data_staged-_local_data_staging__4382d53f0f53399e72c728d019fffd77,['4382d53f0f53399e72c728d019fffd77'],['Stage data from Discovery.bat']
Initial-Success,command-and-control,command-and-control :: Application Layer Protocol: Web Protocols,command-and-control :: ['Malicious User Agents - Powershell'],command-and-control :: T1071.001,operation__atomic_windows_depfalse_pshtrue__t1071_001__command-and-control__application_layer_protocol-_web_protocols__ef2c951840423ba90c208867dcf89c87__SAVED_2024-03-07_085200,atomic_windows_depfalse_pshtrue__t1071_001__command-and-control__application_layer_protocol-_web_protocols__ef2c951840423ba90c208867dcf89c87,['ef2c951840423ba90c208867dcf89c87'],['Malicious User Agents - Powershell']
Initial-Success,defense-evasion,defense-evasion :: Indicator Removal on Host,defense-evasion :: ['Indicator Manipulation using FSUtil'],defense-evasion :: T1070,operation__atomic_windows_depfalse_pshtrue__t1070__defense-evasion__indicator_removal_on_host__cea891e7c3c3efe3723eca495d261472__SAVED_2024-03-07_084521,atomic_windows_depfalse_pshtrue__t1070__defense-evasion__indicator_removal_on_host__cea891e7c3c3efe3723eca495d261472,['cea891e7c3c3efe3723eca495d261472'],['Indicator Manipulation using FSUtil']
Initial-Success,defense-evasion,defense-evasion :: Email Collection: Mailbox Manipulation,defense-evasion :: ['Copy and Modify Mailbox Data on Windows'],defense-evasion :: T1070.008,operation__atomic_windows_depfalse_pshtrue__t1070_008__defense-evasion__email_collection-_mailbox_manipulation__bdc2a80d621d3361ea727008644b1d15__SAVED_2024-03-07_083842,atomic_windows_depfalse_pshtrue__t1070_008__defense-evasion__email_collection-_mailbox_manipulation__bdc2a80d621d3361ea727008644b1d15,['bdc2a80d621d3361ea727008644b1d15'],['Copy and Modify Mailbox Data on Windows']
Initial-Success,defense-evasion,defense-evasion :: Email Collection: Mailbox Manipulation,defense-evasion :: ['Copy and Delete Mailbox Data on Windows'],defense-evasion :: T1070.008,operation__atomic_windows_depfalse_pshtrue__t1070_008__defense-evasion__email_collection-_mailbox_manipulation__9d03b18c922b94ebba44d25c430e6e95__SAVED_2024-03-07_083207,atomic_windows_depfalse_pshtrue__t1070_008__defense-evasion__email_collection-_mailbox_manipulation__9d03b18c922b94ebba44d25c430e6e95,['9d03b18c922b94ebba44d25c430e6e95'],['Copy and Delete Mailbox Data on Windows']
Initial-Success,defense-evasion,defense-evasion :: Indicator Removal on Host: File Deletion,defense-evasion :: ['Delete TeamViewer Log Files'],defense-evasion :: T1070.004,operation__atomic_windows_depfalse_pshtrue__t1070_004__defense-evasion__indicator_removal_on_host-_file_deletion__b0026f9a57639c049490a43d623d7695__SAVED_2024-03-07_075218,atomic_windows_depfalse_pshtrue__t1070_004__defense-evasion__indicator_removal_on_host-_file_deletion__b0026f9a57639c049490a43d623d7695,['b0026f9a57639c049490a43d623d7695'],['Delete TeamViewer Log Files']
Initial-Success,defense-evasion,defense-evasion :: Indicator Removal on Host: File Deletion,defense-evasion :: ['Delete Prefetch File'],defense-evasion :: T1070.004,operation__atomic_windows_depfalse_pshtrue__t1070_004__defense-evasion__indicator_removal_on_host-_file_deletion__2413b013bc82d152765e2ac34601a327__SAVED_2024-03-07_073901,atomic_windows_depfalse_pshtrue__t1070_004__defense-evasion__indicator_removal_on_host-_file_deletion__2413b013bc82d152765e2ac34601a327,['2413b013bc82d152765e2ac34601a327'],['Delete Prefetch File']
Initial-Success,defense-evasion,defense-evasion :: Indicator Removal on Host: Clear Command History,defense-evasion :: ['Prevent Powershell History Logging'],defense-evasion :: T1070.003,operation__atomic_windows_depfalse_pshtrue__t1070_003__defense-evasion__indicator_removal_on_host-_clear_command_history__df94858e92a23d274ac1d70133d9150f__SAVED_2024-03-07_072540,atomic_windows_depfalse_pshtrue__t1070_003__defense-evasion__indicator_removal_on_host-_clear_command_history__df94858e92a23d274ac1d70133d9150f,['df94858e92a23d274ac1d70133d9150f'],['Prevent Powershell History Logging']
Initial-Success,defense-evasion,defense-evasion :: Indicator Removal on Host: Clear Command History,defense-evasion :: ['Clear Powershell History by Deleting History File'],defense-evasion :: T1070.003,operation__atomic_windows_depfalse_pshtrue__t1070_003__defense-evasion__indicator_removal_on_host-_clear_command_history__adce11c81bb77ae74660c6c743a0442d__SAVED_2024-03-07_071856,atomic_windows_depfalse_pshtrue__t1070_003__defense-evasion__indicator_removal_on_host-_clear_command_history__adce11c81bb77ae74660c6c743a0442d,['adce11c81bb77ae74660c6c743a0442d'],['Clear Powershell History by Deleting History File']
Initial-Success,defense-evasion,defense-evasion :: Indicator Removal on Host: Clear Command History,defense-evasion :: ['Set Custom AddToHistoryHandler to Avoid History File Logging'],defense-evasion :: T1070.003,operation__atomic_windows_depfalse_pshtrue__t1070_003__defense-evasion__indicator_removal_on_host-_clear_command_history__18d69a8fd988d6b63f5307ce857723c9__SAVED_2024-03-07_071219,atomic_windows_depfalse_pshtrue__t1070_003__defense-evasion__indicator_removal_on_host-_clear_command_history__18d69a8fd988d6b63f5307ce857723c9,['18d69a8fd988d6b63f5307ce857723c9'],['Set Custom AddToHistoryHandler to Avoid History File Logging']
Initial-Success,defense-evasion,defense-evasion :: Indicator Removal on Host: Clear Windows Event Logs,defense-evasion :: ['Delete System Logs Using Clear-EventLog'],defense-evasion :: T1070.001,operation__atomic_windows_depfalse_pshtrue__t1070_001__defense-evasion__indicator_removal_on_host-_clear_windows_event_logs__6fa417fb183d6c20a67e617c0249f04f__SAVED_2024-03-07_070541,atomic_windows_depfalse_pshtrue__t1070_001__defense-evasion__indicator_removal_on_host-_clear_windows_event_logs__6fa417fb183d6c20a67e617c0249f04f,['6fa417fb183d6c20a67e617c0249f04f'],['Delete System Logs Using Clear-EventLog']
Initial-Success,discovery,discovery :: Permission Groups Discovery: Local Groups,discovery :: ['Permission Groups Discovery PowerShell (Local)'],discovery :: T1069.001,operation__atomic_windows_depfalse_pshtrue__t1069_001__discovery__permission_groups_discovery-_local_groups__f5b4c02bae169cb3a62ac26bb80321d6__SAVED_2024-03-07_054547,atomic_windows_depfalse_pshtrue__t1069_001__discovery__permission_groups_discovery-_local_groups__f5b4c02bae169cb3a62ac26bb80321d6,['f5b4c02bae169cb3a62ac26bb80321d6'],['Permission Groups Discovery PowerShell (Local)']
Initial-Success,discovery,discovery :: Permission Groups Discovery: Local Groups,discovery :: ['WMIObject Group Discovery'],discovery :: T1069.001,operation__atomic_windows_depfalse_pshtrue__t1069_001__discovery__permission_groups_discovery-_local_groups__e541c2b62c3259680863a6f3b410e59a__SAVED_2024-03-07_053912,atomic_windows_depfalse_pshtrue__t1069_001__discovery__permission_groups_discovery-_local_groups__e541c2b62c3259680863a6f3b410e59a,['e541c2b62c3259680863a6f3b410e59a'],['WMIObject Group Discovery']
Initial-Success,execution,execution :: Command and Scripting Interpreter: Visual Basic,execution :: ['Visual Basic script execution to gather local computer information'],execution :: T1059.005,operation__atomic_windows_depfalse_pshtrue__t1059_005__execution__command_and_scripting_interpreter-_visual_basic__f2131e45dbd95e3057bd3494b5aeed41__SAVED_2024-03-07_052551,atomic_windows_depfalse_pshtrue__t1059_005__execution__command_and_scripting_interpreter-_visual_basic__f2131e45dbd95e3057bd3494b5aeed41,['f2131e45dbd95e3057bd3494b5aeed41'],['Visual Basic script execution to gather local computer information']
Initial-Success,execution,execution :: Command and Scripting Interpreter: Windows Command Shell,execution :: ['Simulate BlackByte Ransomware Print Bombing'],execution :: T1059.003,operation__atomic_windows_depfalse_pshtrue__t1059_003__execution__command_and_scripting_interpreter-_windows_command_shell__942d94dff3cc494bacf5517e775321a7__SAVED_2024-03-07_045915,atomic_windows_depfalse_pshtrue__t1059_003__execution__command_and_scripting_interpreter-_windows_command_shell__942d94dff3cc494bacf5517e775321a7,['942d94dff3cc494bacf5517e775321a7'],['Simulate BlackByte Ransomware Print Bombing']
Initial-Success,execution,execution :: Command and Scripting Interpreter: PowerShell,execution :: ['PowerUp Invoke-AllChecks'],execution :: T1059.001,operation__atomic_windows_depfalse_pshtrue__t1059_001__execution__command_and_scripting_interpreter-_powershell__ba763ea19604a73e3e1f9d9d8d86d9cc__SAVED_2024-03-07_041229,atomic_windows_depfalse_pshtrue__t1059_001__execution__command_and_scripting_interpreter-_powershell__ba763ea19604a73e3e1f9d9d8d86d9cc,['ba763ea19604a73e3e1f9d9d8d86d9cc'],['PowerUp Invoke-AllChecks']
Initial-Success,execution,execution :: Command and Scripting Interpreter: PowerShell,execution :: ['PowerShell Invoke Known Malicious Cmdlets'],execution :: T1059.001,operation__atomic_windows_depfalse_pshtrue__t1059_001__execution__command_and_scripting_interpreter-_powershell__a9df2530a06e1aa7d1ba9e9309364b9f__SAVED_2024-03-07_040556,atomic_windows_depfalse_pshtrue__t1059_001__execution__command_and_scripting_interpreter-_powershell__a9df2530a06e1aa7d1ba9e9309364b9f,['a9df2530a06e1aa7d1ba9e9309364b9f'],['PowerShell Invoke Known Malicious Cmdlets']
Initial-Success,execution,execution :: Command and Scripting Interpreter: PowerShell,execution :: ['Mimikatz - Cradlecraft PsSendKeys'],execution :: T1059.001,operation__atomic_windows_depfalse_pshtrue__t1059_001__execution__command_and_scripting_interpreter-_powershell__90c76bd616efee6d7c98dc6c1dcc6e99__SAVED_2024-03-07_035240,atomic_windows_depfalse_pshtrue__t1059_001__execution__command_and_scripting_interpreter-_powershell__90c76bd616efee6d7c98dc6c1dcc6e99,['90c76bd616efee6d7c98dc6c1dcc6e99'],['Mimikatz - Cradlecraft PsSendKeys']
Initial-Success,execution,execution :: Command and Scripting Interpreter: PowerShell,execution :: ['PowerShell Fileless Script Execution'],execution :: T1059.001,operation__atomic_windows_depfalse_pshtrue__t1059_001__execution__command_and_scripting_interpreter-_powershell__50df8303a555242bea67342db40d0d47__SAVED_2024-03-07_034558,atomic_windows_depfalse_pshtrue__t1059_001__execution__command_and_scripting_interpreter-_powershell__50df8303a555242bea67342db40d0d47,['50df8303a555242bea67342db40d0d47'],['PowerShell Fileless Script Execution']
Initial-Success,discovery,discovery :: Process Discovery,discovery :: ['Process Discovery - Get-Process'],discovery :: T1057,operation__atomic_windows_depfalse_pshtrue__t1057__discovery__process_discovery__1d48fc4147a7bcd47bdf60db7dde9640__SAVED_2024-03-07_030552,atomic_windows_depfalse_pshtrue__t1057__discovery__process_discovery__1d48fc4147a7bcd47bdf60db7dde9640,['1d48fc4147a7bcd47bdf60db7dde9640'],['Process Discovery - Get-Process']
Initial-Success,multiple,multiple :: Process Injection: Portable Executable Injection,multiple :: ['Portable Executable Injection'],multiple :: T1055.002,operation__atomic_windows_depfalse_pshtrue__t1055_002__multiple__process_injection-_portable_executable_injection__ca6a3f579181ea47b7d95779e8d8a79b__SAVED_2024-03-07_015259,atomic_windows_depfalse_pshtrue__t1055_002__multiple__process_injection-_portable_executable_injection__ca6a3f579181ea47b7d95779e8d8a79b,['ca6a3f579181ea47b7d95779e8d8a79b'],['Portable Executable Injection']
Initial-Success,multiple,multiple :: Process Injection: Dynamic-link Library Injection,multiple :: ['WinPwn - Get SYSTEM shell - Bind System Shell using UsoClient DLL load technique'],multiple :: T1055.001,operation__atomic_windows_depfalse_pshtrue__t1055_001__multiple__process_injection-_dynamic-link_library_injection__c1392878b0e39a2060e7e1b70e5a580b__SAVED_2024-03-07_014617,atomic_windows_depfalse_pshtrue__t1055_001__multiple__process_injection-_dynamic-link_library_injection__c1392878b0e39a2060e7e1b70e5a580b,['c1392878b0e39a2060e7e1b70e5a580b'],['WinPwn - Get SYSTEM shell - Bind System Shell using UsoClient DLL load technique']
Initial-Success,multiple,multiple :: Scheduled Task/Job: Scheduled Task,multiple :: ['Powershell Cmdlet Scheduled Task'],multiple :: T1053.005,"operation__atomic_windows_depfalse_pshtrue__t1053_005__multiple__scheduled_task,job-_scheduled_task__ba8ddc38c7c6ced12fecc0d695c5e57c__SAVED_2024-03-07_013230","atomic_windows_depfalse_pshtrue__t1053_005__multiple__scheduled_task,job-_scheduled_task__ba8ddc38c7c6ced12fecc0d695c5e57c",['ba8ddc38c7c6ced12fecc0d695c5e57c'],['Powershell Cmdlet Scheduled Task']
Initial-Success,multiple,multiple :: Scheduled Task/Job: Scheduled Task,multiple :: ['PowerShell Modify A Scheduled Task'],multiple :: T1053.005,"operation__atomic_windows_depfalse_pshtrue__t1053_005__multiple__scheduled_task,job-_scheduled_task__4150ef18184112953ae5742a3f8de64e__SAVED_2024-03-07_010545","atomic_windows_depfalse_pshtrue__t1053_005__multiple__scheduled_task,job-_scheduled_task__4150ef18184112953ae5742a3f8de64e",['4150ef18184112953ae5742a3f8de64e'],['PowerShell Modify A Scheduled Task']
Initial-Success,multiple,multiple :: Scheduled Task/Job: Scheduled Task,multiple :: ['WMI Invoke-CimMethod Scheduled Task'],multiple :: T1053.005,"operation__atomic_windows_depfalse_pshtrue__t1053_005__multiple__scheduled_task,job-_scheduled_task__54b98f924ee4613c7d927a3ea1dd260a__SAVED_2024-03-07_011226","atomic_windows_depfalse_pshtrue__t1053_005__multiple__scheduled_task,job-_scheduled_task__54b98f924ee4613c7d927a3ea1dd260a",['54b98f924ee4613c7d927a3ea1dd260a'],['WMI Invoke-CimMethod Scheduled Task']
Initial-Success,multiple,multiple :: Scheduled Task/Job: Scheduled Task,multiple :: ['Import XML Schedule Task with Hidden Attribute'],multiple :: T1053.005,"operation__atomic_windows_depfalse_pshtrue__t1053_005__multiple__scheduled_task,job-_scheduled_task__5e744dc6fc70da028ccd50f7e73ee0be__SAVED_2024-03-07_011907","atomic_windows_depfalse_pshtrue__t1053_005__multiple__scheduled_task,job-_scheduled_task__5e744dc6fc70da028ccd50f7e73ee0be",['5e744dc6fc70da028ccd50f7e73ee0be'],['Import XML Schedule Task with Hidden Attribute']
Initial-Success,discovery,discovery :: System Network Connections Discovery,discovery :: ['System Network Connections Discovery with PowerShell'],discovery :: T1049,operation__atomic_windows_depfalse_pshtrue__t1049__discovery__system_network_connections_discovery__8ed60dceb98746f1da6214f4f6af7164__SAVED_2024-03-07_005908,atomic_windows_depfalse_pshtrue__t1049__discovery__system_network_connections_discovery__8ed60dceb98746f1da6214f4f6af7164,['8ed60dceb98746f1da6214f4f6af7164'],['System Network Connections Discovery with PowerShell']
Initial-Success,exfiltration,exfiltration :: Exfiltration Over Alternative Protocol: Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,exfiltration :: ['Exfiltration Over Alternative Protocol - ICMP'],exfiltration :: T1048.003,"operation__atomic_windows_depfalse_pshtrue__t1048_003__exfiltration__exfiltration_over_alternative_protocol-_exfiltration_over_unencrypted,obfuscated_non-c2_protocol__6baab84fe7a52dd5c4ede612fc0d255f__SAVED_2024-03-07_003236","atomic_windows_depfalse_pshtrue__t1048_003__exfiltration__exfiltration_over_alternative_protocol-_exfiltration_over_unencrypted,obfuscated_non-c2_protocol__6baab84fe7a52dd5c4ede612fc0d255f",['6baab84fe7a52dd5c4ede612fc0d255f'],['Exfiltration Over Alternative Protocol - ICMP']
Initial-Success,execution,execution :: Windows Management Instrumentation,execution :: ['Create a Process using obfuscated Win32_Process'],execution :: T1047,operation__atomic_windows_depfalse_pshtrue__t1047__execution__windows_management_instrumentation__80cda763aa992b775038ce134c892070__SAVED_2024-03-07_000558,atomic_windows_depfalse_pshtrue__t1047__execution__windows_management_instrumentation__80cda763aa992b775038ce134c892070,['80cda763aa992b775038ce134c892070'],['Create a Process using obfuscated Win32_Process']
Initial-Success,discovery,discovery :: Network Service Discovery,discovery :: ['WinPwn - spoolvulnscan'],discovery :: T1046,operation__atomic_windows_depfalse_pshtrue__t1046__discovery__network_service_discovery__bc34d6834bdf568e206627f7809a556f__SAVED_2024-03-06_235237,atomic_windows_depfalse_pshtrue__t1046__discovery__network_service_discovery__bc34d6834bdf568e206627f7809a556f,['bc34d6834bdf568e206627f7809a556f'],['WinPwn - spoolvulnscan']
Initial-Success,exfiltration,exfiltration :: Exfiltration Over C2 Channel,exfiltration :: ['C2 Data Exfiltration'],exfiltration :: T1041,operation__atomic_windows_depfalse_pshtrue__t1041__exfiltration__exfiltration_over_c2_channel__72784d12700b219ec134aa42cec5603e__SAVED_2024-03-06_231237,atomic_windows_depfalse_pshtrue__t1041__exfiltration__exfiltration_over_c2_channel__72784d12700b219ec134aa42cec5603e,['72784d12700b219ec134aa42cec5603e'],['C2 Data Exfiltration']
Initial-Success,defense-evasion,defense-evasion :: Masquerading,defense-evasion :: ['System File Copied to Unusual Location'],defense-evasion :: T1036,operation__atomic_windows_depfalse_pshtrue__t1036__defense-evasion__masquerading__bc456ce28da22e33b96257b6ae020391__SAVED_2024-03-06_225920,atomic_windows_depfalse_pshtrue__t1036__defense-evasion__masquerading__bc456ce28da22e33b96257b6ae020391,['bc456ce28da22e33b96257b6ae020391'],['System File Copied to Unusual Location']
Initial-Success,defense-evasion,defense-evasion :: Masquerading,defense-evasion :: ['Malware Masquerading and Execution from Zip File'],defense-evasion :: T1036,operation__atomic_windows_depfalse_pshtrue__t1036__defense-evasion__masquerading__7575d3d5ae97ee568d49afbd0f878fe2__SAVED_2024-03-06_225243,atomic_windows_depfalse_pshtrue__t1036__defense-evasion__masquerading__7575d3d5ae97ee568d49afbd0f878fe2,['7575d3d5ae97ee568d49afbd0f878fe2'],['Malware Masquerading and Execution from Zip File']
Initial-Success,defense-evasion,defense-evasion :: Masquerading: Rename System Utilities,defense-evasion :: ['Masquerading - windows exe running as different windows exe'],defense-evasion :: T1036.003,operation__atomic_windows_depfalse_pshtrue__t1036_003__defense-evasion__masquerading-_rename_system_utilities__4bb550aacec4efb190c72389677b7f4e__SAVED_2024-03-06_223248,atomic_windows_depfalse_pshtrue__t1036_003__defense-evasion__masquerading-_rename_system_utilities__4bb550aacec4efb190c72389677b7f4e,['4bb550aacec4efb190c72389677b7f4e'],['Masquerading - windows exe running as different windows exe']
Initial-Success,discovery,discovery :: System Owner/User Discovery,discovery :: ['GetCurrent User with PowerShell Script'],discovery :: T1033,"operation__atomic_windows_depfalse_pshtrue__t1033__discovery__system_owner,user_discovery__221d4ebcb41e708b6ee90c1c0369a969__SAVED_2024-03-06_220613","atomic_windows_depfalse_pshtrue__t1033__discovery__system_owner,user_discovery__221d4ebcb41e708b6ee90c1c0369a969",['221d4ebcb41e708b6ee90c1c0369a969'],['GetCurrent User with PowerShell Script']
Initial-Success,discovery,discovery :: System Owner/User Discovery,discovery :: ['User Discovery With Env Vars PowerShell Script'],discovery :: T1033,"operation__atomic_windows_depfalse_pshtrue__t1033__discovery__system_owner,user_discovery__2bf75f949823305d3ea815c8e94e9ee3__SAVED_2024-03-06_221251","atomic_windows_depfalse_pshtrue__t1033__discovery__system_owner,user_discovery__2bf75f949823305d3ea815c8e94e9ee3",['2bf75f949823305d3ea815c8e94e9ee3'],['User Discovery With Env Vars PowerShell Script']
Initial-Success,defense-evasion,defense-evasion :: Obfuscated Files or Information,defense-evasion :: ['Snake Malware Encrypted crmlog file'],defense-evasion :: T1027,operation__atomic_windows_depfalse_pshtrue__t1027__defense-evasion__obfuscated_files_or_information__fd4ca8f12c6d3a9af55be0211878509b__SAVED_2024-03-06_215934,atomic_windows_depfalse_pshtrue__t1027__defense-evasion__obfuscated_files_or_information__fd4ca8f12c6d3a9af55be0211878509b,['fd4ca8f12c6d3a9af55be0211878509b'],['Snake Malware Encrypted crmlog file']
Initial-Success,defense-evasion,defense-evasion :: Obfuscated Files or Information,defense-evasion :: ['Obfuscated Command in PowerShell'],defense-evasion :: T1027,operation__atomic_windows_depfalse_pshtrue__t1027__defense-evasion__obfuscated_files_or_information__ed172018f897dab90147a47995ce197d__SAVED_2024-03-06_215256,atomic_windows_depfalse_pshtrue__t1027__defense-evasion__obfuscated_files_or_information__ed172018f897dab90147a47995ce197d,['ed172018f897dab90147a47995ce197d'],['Obfuscated Command in PowerShell']
